rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2022-09,choa chu kang,815a,Choa Chu Kang Avenue 7,3,3268.58056640625
2021-10,tampines,737,tampines street 72,5,2640.044921875
2021-08,jurong west,618,jurong west street 65,4,2482.941162109375
2021-05,sengkang,115,rivervale walk,4,2236.327392578125
2023-01,bukit merah,2a,Boon Tiong Road,3,3793.185546875
2022-05,sengkang,204c,Compassvale Drive,4,2879.1767578125
2021-10,ang mo kio,332,Ang Mo Kio Avenue 1,2,1899.9210205078125
2021-12,clementi,456,Clementi Avenue 3,3,2717.857421875
2021-07,punggol,603a,Punggol Road,3,2179.188720703125
2021-04,jurong east,302,Jurong East Street 32,3,2253.888916015625
2023-07,geylang,16,eunos crescent,2,2826.2255859375
2021-11,queenstown,13,Holland Drive,2,2215.59716796875
2022-05,bukit merah,40,beo crescent,2,2727.5859375
2022-01,marine parade,19,marine terrace,3,2210.266845703125
2021-11,bukit panjang,621,senja road,4,2297.849853515625
2021-08,queenstown,21,Ghim Moh Road,2,2181.77685546875
2021-06,choa chu kang,488b,Choa Chu Kang Avenue 5,3,2087.729248046875
2022-12,jurong west,346,Kang Ching Road,3,3519.858154296875
2021-07,jurong west,620,jurong west street 65,4,2476.439208984375
2021-03,jurong west,620,jurong west street 65,4,2346.224853515625
2021-04,ang mo kio,422,ang mo kio avenue 3,2,1829.3544921875
2023-07,punggol,665a,punggol drive,3,3419.80078125
2022-08,clementi,414,commonwealth avenue west,4,2910.61181640625
2023-03,bishan,304,shunfu road,3,3925.145751953125
2022-01,toa payoh,66,Lorong 4 Toa Payoh,2,2039.2464599609375
2021-08,clementi,612,Clementi West Street 1,2,1998.302734375
2021-08,sembawang,357b,admiralty drive,4,2159.642822265625
2021-01,toa payoh,204,Toa Payoh North,3,2349.409423828125
2021-12,bedok,171,Bedok Sth Road,3,2221.513427734375
2023-05,bedok,131,Bedok Reservoir Road,3,3677.0556640625
2022-08,toa payoh,120,potong pasir avenue 1,2,2430.5048828125
2021-10,sembawang,322,Sembawang Close,3,2258.21533203125
2021-03,bukit merah,121,Kim Tian Place,4,2884.8037109375
2022-12,ang mo kio,120,Ang Mo Kio Avenue 3,2,1964.8634033203125
2021-05,hougang,319,hougang avenue 5,3,2110.5087890625
2022-04,hougang,221,hougang street 21,5,3314.68798828125
2023-05,woodlands,517,woodlands drive 14,3,2902.239990234375
2021-09,ang mo kio,538,ang mo kio avenue 5,2,1994.2061767578125
2022-12,sengkang,131,rivervale street,3,2718.03564453125
2021-09,yishun,304,yishun central,2,1808.3946533203125
2023-01,central,1g,cantonment road,3,4365.82373046875
2021-09,bedok,157,Bedok Sth Avenue 3,3,2383.81982421875
2022-05,tampines,803,Tampines Avenue 4,3,2313.4423828125
2023-06,toa payoh,191,Lorong 4 Toa Payoh,3,3692.320556640625
2022-05,toa payoh,18,joo seng road,3,2376.5947265625
2021-07,serangoon,305,serangoon avenue 2,2,1950.7696533203125
2023-01,bukit batok,244,bukit batok east avenue 5,2,2668.464599609375
2022-02,sengkang,262b,compassvale street,5,2426.19287109375
2023-05,geylang,54,pipit road,3,3269.33203125
2021-09,bedok,506,Bedok North Avenue 3,4,2191.263916015625
2022-08,choa chu kang,625,choa chu kang street 62,4,2395.57958984375
2022-10,woodlands,22,marsiling drive,2,2473.90234375
2021-05,bedok,119,bedok north road,3,2062.70751953125
2021-11,central,29,kelantan road,2,2264.248291015625
2022-08,queenstown,20,dover crescent,2,2493.06298828125
2022-11,sengkang,279a,sengkang east avenue,2,2055.07568359375
2022-08,clementi,716,clementi west street 2,3,2890.387939453125
2022-04,sengkang,231,compassvale walk,3,1912.602783203125
2022-09,bedok,808a,Chai Chee Road,3,3411.161865234375
2021-08,toa payoh,219,lorong 8 toa payoh,3,2267.158447265625
2021-05,queenstown,182,stirling road,4,2940.107421875
2022-12,sengkang,295a,compassvale crescent,4,2974.94873046875
2022-10,woodlands,686c,woodlands drive 73,4,3692.108642578125
2023-02,geylang,66,circuit road,2,2115.783935546875
2021-10,tampines,854,Tampines Street 82,2,2072.990966796875
2021-02,tampines,105,tampines street 11,2,1941.1636962890625
2022-09,ang mo kio,423,Ang Mo Kio Avenue 3,3,1339.018310546875
2023-05,queenstown,62b,strathmore avenue,2,2432.42529296875
2021-08,choa chu kang,441,choa chu kang avenue 4,4,2412.3291015625
2022-04,hougang,662,Hougang Avenue 4,2,2220.20556640625
2023-04,sengkang,315c,anchorvale road,5,3081.941162109375
2021-07,kallang/whampoa,33,jalan bahagia,2,1802.860107421875
2022-02,bedok,75,bedok north road,2,1937.650390625
2021-11,bukit merah,32,jalan bukit ho swee,2,2155.733154296875
2022-01,bukit merah,130,Bukit Merah View,2,2340.133056640625
2022-03,yishun,663,yishun avenue 4,3,2274.88427734375
2022-04,kallang/whampoa,107,Jalan Rajah,4,3163.737548828125
2021-09,sengkang,250a,compassvale street,5,2542.380126953125
2021-10,woodlands,854,woodlands street 83,3,2452.939208984375
2022-05,toa payoh,147,lorong 2 toa payoh,4,3044.4111328125
2023-06,yishun,413,yishun ring road,3,3400.11376953125
2022-03,hougang,643,Hougang Avenue 8,4,2478.39111328125
2021-05,bukit merah,53,Lengkok Bahru,3,2737.513671875
2023-04,bukit panjang,434,bukit panjang ring road,4,3348.42431640625
2022-11,tampines,243,tampines street 21,2,3229.81494140625
2022-05,ang mo kio,635,ang mo kio avenue 6,2,2525.20068359375
2022-09,bedok,74,bedok north road,2,1836.509521484375
2022-12,woodlands,617,Woodlands Avenue 4,3,3138.337646484375
2021-10,bukit batok,242,bukit batok east avenue 5,2,2139.65087890625
2023-07,toa payoh,112,lorong 1 toa payoh,2,2600.275146484375
2022-06,queenstown,82,commonwealth close,2,2315.26806640625
2022-10,choa chu kang,812c,choa chu kang avenue 7,3,1972.0692138671875
2023-01,central,672b,klang lane,4,3309.52294921875
2021-07,hougang,649,hougang avenue 8,4,2155.18212890625
2021-05,sembawang,474,Sembawang Drive,4,2281.165771484375
2023-07,woodlands,669,Woodlands Ring Road,3,3188.138671875
2023-04,bukit batok,448a,bukit batok west avenue 9,1,2709.227783203125
2022-05,queenstown,28a,dover crescent,4,3338.512451171875
2021-12,hougang,113,hougang avenue 1,2,1839.64404296875
2023-03,bukit merah,138,jalan bukit merah,2,2520.4658203125
2023-03,queenstown,91,Tanglin Halt Road,3,3592.04736328125
2021-05,sengkang,296c,compassvale crescent,4,2040.256103515625
2022-05,sengkang,189a,Rivervale Drive,5,2471.044921875
2021-07,hougang,302,Hougang Avenue 5,3,2221.40966796875
2023-06,ang mo kio,315b,Ang Mo Kio Street 31,4,3707.514404296875
2022-05,bishan,305,shunfu road,2,2183.489990234375
2021-01,sengkang,324d,sengkang east way,3,2101.89111328125
2021-06,bedok,542,Bedok North Street 3,2,1872.29833984375
2023-05,tampines,940,tampines avenue 5,5,3551.560546875
2021-02,sembawang,425,Canberra Road,4,2075.64111328125
2022-09,bukit merah,75c,Redhill Road,3,3378.302490234375
2021-12,sengkang,293b,Compassvale Crescent,3,2748.925537109375
2022-10,bukit batok,217,bukit batok street 21,2,2093.606201171875
2022-01,sembawang,482,admiralty link,3,2481.38427734375
2023-04,jurong west,516,Jurong West Street 52,3,2681.368896484375
2022-01,bedok,514,Bedok North Avenue 2,1,1642.1375732421875
2021-02,jurong east,282,Toh Guan Road,3,2262.609619140625
2021-07,ang mo kio,475,Ang Mo Kio Avenue 10,2,1975.4954833984375
2021-02,toa payoh,80a,lorong 4 toa payoh,4,2875.16845703125
2021-01,bedok,22,bedok sth avenue 1,2,1964.808349609375
2021-12,serangoon,302,serangoon avenue 2,2,1852.1083984375
2022-11,jurong west,272d,jurong west street 24,4,3192.990966796875
2022-12,kallang/whampoa,95,Geylang Bahru,2,2405.0830078125
2021-04,ang mo kio,437,ang mo kio avenue 10,4,2223.173095703125
2022-10,pasir ris,472,pasir ris drive 6,4,2906.697998046875
2023-04,hougang,132,Lorong Ah Soo,5,3456.982421875
2021-09,queenstown,171,Stirling Road,2,2076.412841796875
2023-01,queenstown,18c,holland drive,4,4130.53857421875
2022-11,sengkang,318c,anchorvale link,4,3077.841064453125
2021-02,woodlands,690f,Woodlands Drive 75,4,2238.24609375
2021-07,jurong west,633,jurong west street 65,4,2114.1337890625
2021-05,sengkang,116a,Rivervale Drive,3,2142.087158203125
2023-06,bedok,125,bedok north road,2,2959.0380859375
2023-06,punggol,187,Punggol Central,5,3782.15673828125
2022-12,bukit batok,231,bukit batok east avenue 5,2,2051.7451171875
2023-05,bedok,547,Bedok North Street 3,3,3525.637939453125
2023-06,woodlands,519,Woodlands Drive 14,3,3524.91796875
2023-06,jurong east,272,toh guan road,4,4521.21826171875
2023-01,kallang/whampoa,45,Bendemeer Road,2,2175.890625
2021-01,queenstown,108,Commonwealth Crescent,2,2142.573974609375
2021-07,woodlands,678,Woodlands Avenue 6,3,2283.272705078125
2022-02,jurong west,470,jurong west street 41,5,2535.21240234375
2022-03,hougang,321,Hougang Avenue 5,2,2090.3984375
2022-01,bukit batok,167,bukit batok west avenue 8,2,1908.2606201171875
2023-03,bishan,271,bishan street 24,3,3582.30517578125
2022-03,hougang,603,hougang avenue 4,3,2274.837646484375
2021-08,bukit merah,26b,jalan membina,3,3089.2548828125
2021-07,bukit merah,106,henderson crescent,3,2640.5751953125
2021-06,sembawang,501a,Wellington Circle,4,2690.081298828125
2022-11,bishan,114,bishan street 12,3,3520.603759765625
2022-09,bukit merah,6a,boon tiong road,3,1939.252197265625
2022-03,yishun,329,Yishun Ring Road,3,2273.569091796875
2022-09,bukit merah,104,bukit purmei road,2,2976.2021484375
2021-10,sengkang,316c,Anchorvale Link,5,2368.712158203125
2021-07,ang mo kio,181,ang mo kio avenue 5,2,1917.9661865234375
2022-06,sembawang,504c,Canberra Link,4,2640.508056640625
2021-07,tampines,505,tampines central 1,3,2401.487060546875
2023-02,tampines,448,Tampines Street 42,2,3150.633056640625
2023-03,choa chu kang,511,choa chu kang street 51,4,3303.36865234375
2022-03,yishun,625,yishun street 61,4,2607.487060546875
2021-07,jurong west,664b,Jurong West Street 64,3,2566.495361328125
2022-09,bedok,655,jalan tenaga,4,3879.295654296875
2022-11,woodlands,613,woodlands avenue 4,4,3268.043701171875
2021-04,marine parade,47,marine crescent,2,2023.7584228515625
2023-07,yishun,850,Yishun Street 81,4,3994.130126953125
2021-06,jurong east,276,Toh Guan Road,4,2486.201171875
2023-03,jurong west,627,jurong west street 65,5,2816.18505859375
2022-09,marine parade,31,Marine Crescent,2,2243.64453125
2022-08,bukit merah,36,beo crescent,1,2124.135009765625
2022-09,geylang,10,eunos crescent,3,3392.336181640625
2022-09,tampines,404,tampines street 41,3,2261.3251953125
2022-08,bukit batok,424,bukit batok west avenue 2,2,2624.909912109375
2023-05,toa payoh,121,potong pasir avenue 1,2,2516.41162109375
2021-04,bukit batok,324,bukit batok street 33,2,2006.843994140625
2023-01,jurong east,330,Jurong East Avenue 1,2,2717.86181640625
2022-06,kallang/whampoa,113,lorong 3 geylang,3,2977.057373046875
2021-01,clementi,351,Clementi Avenue 2,2,2055.019775390625
2022-10,ang mo kio,624,Ang Mo Kio Avenue 4,2,2476.6962890625
2021-03,choa chu kang,443,Choa Chu Kang Avenue 4,3,1942.6558837890625
2021-01,pasir ris,125,pasir ris street 11,3,1990.845947265625
2022-03,woodlands,782d,woodlands crescent,3,1987.9185791015625
2021-08,kallang/whampoa,104,towner road,3,2598.0185546875
2022-12,geylang,60,Dakota Crescent,4,4194.03564453125
2023-03,ang mo kio,132,ang mo kio avenue 3,4,3890.81494140625
2021-07,jurong west,459,Jurong West Street 41,2,2085.91748046875
2022-07,ang mo kio,524,Ang Mo Kio Avenue 5,3,2807.941162109375
2021-08,choa chu kang,276,choa chu kang avenue 2,3,2191.5859375
2021-03,bedok,519,Bedok North Avenue 1,2,1784.016357421875
2022-08,yishun,165,yishun ring road,3,2775.71875
2022-05,choa chu kang,690c,choa chu kang crescent,4,1944.2813720703125
2022-10,bukit merah,132,jalan bukit merah,2,2534.74609375
2021-02,geylang,316,Ubi Avenue 1,2,1993.3206787109375
2022-10,clementi,459,Clementi Avenue 3,4,3937.128662109375
2023-02,kallang/whampoa,3,beach road,2,2851.2939453125
2022-07,queenstown,23,ghim moh link,3,2617.4765625
2021-02,jurong west,845,Jurong West Street 81,3,2269.593017578125
2022-03,tampines,909,tampines avenue 4,2,1831.875
2021-09,bedok,68,Bedok Sth Avenue 3,4,2514.39794921875
2022-05,bedok,51,New Upper Changi Road,3,2392.6767578125
2022-04,sengkang,277d,compassvale link,3,2321.75244140625
2021-10,clementi,413,Commonwealth Avenue West,4,2815.906494140625
2023-01,sembawang,354c,admiralty drive,4,2986.411865234375
2023-04,sengkang,206d,Compassvale Lane,4,2909.59619140625
2021-02,pasir ris,407,pasir ris drive 6,3,2067.424072265625
2021-02,ang mo kio,414,ang mo kio avenue 10,3,2064.51611328125
2021-07,yishun,316b,yishun avenue 9,2,1674.5062255859375
2022-03,ang mo kio,560,Ang Mo Kio Avenue 10,2,1834.4415283203125
2021-09,tampines,419,tampines street 41,2,1970.8636474609375
2021-11,sengkang,313b,Anchorvale Road,4,2658.32080078125
2021-12,serangoon,217,serangoon avenue 4,2,1890.029052734375
2021-11,toa payoh,27,toa payoh east,2,1642.9727783203125
2021-07,tampines,131,simei street 1,3,2274.648681640625
2023-04,toa payoh,145,Potong Pasir Avenue 2,2,2987.028564453125
2023-07,punggol,207c,Punggol Place,2,2648.3095703125
2021-07,queenstown,19,ghim moh road,2,2116.700439453125
2022-07,bedok,33,Bedok Sth Avenue 2,2,2659.5068359375
2022-11,punggol,294,punggol central,4,3123.472412109375
2021-11,punggol,196c,punggol field,4,1996.6004638671875
2021-11,punggol,678b,punggol drive,4,2718.621826171875
2021-03,geylang,44,Sims Drive,3,2185.285400390625
2021-07,sembawang,304,canberra road,3,2033.57373046875
2022-11,bedok,18,Bedok Sth Road,2,3066.133056640625
2022-10,sengkang,323c,sengkang east way,4,3684.16552734375
2022-07,geylang,36,Cassia Crescent,2,2291.651123046875
2021-06,jurong west,525,Jurong West Street 52,2,1923.766357421875
2022-03,tampines,809,tampines avenue 4,2,2171.513671875
2023-05,sembawang,476,Sembawang Drive,3,3316.474609375
2023-06,woodlands,651,woodlands ring road,4,3376.85400390625
2023-06,punggol,220b,sumang lane,2,3091.34521484375
2022-04,ang mo kio,107,ang mo kio avenue 4,2,1948.8582763671875
2022-11,geylang,11,Haig Road,3,3372.963623046875
2021-11,bukit merah,16,Cantonment Close,3,2969.322998046875
2022-11,jurong west,677c,jurong west street 64,4,3105.8447265625
2023-01,yishun,142,Yishun Ring Road,2,2344.8212890625
2023-04,serangoon,203,serangoon central,3,3991.462646484375
2022-01,punggol,601d,punggol central,2,2222.1767578125
2021-05,tampines,109,simei street 1,3,2478.123779296875
2023-01,sengkang,180c,rivervale crescent,3,3643.224853515625
2023-05,jurong west,475,Jurong West Street 41,2,3112.41650390625
2021-10,punggol,303d,punggol place,3,2412.697998046875
2021-08,woodlands,515,Woodlands Drive 14,3,2365.4072265625
2023-01,jurong east,286a,Toh Guan Road,3,3130.122802734375
2022-05,woodlands,24,Marsiling Drive,2,2189.6552734375
2023-04,bishan,455,sin ming avenue,3,3616.875244140625
2023-05,bukit merah,109a,depot road,4,4051.426513671875
2021-02,choa chu kang,213,Choa Chu Kang Central,3,1959.1392822265625
2022-04,tampines,157,Tampines Street 12,2,2168.148193359375
2022-06,queenstown,53,commonwealth drive,3,3271.606201171875
2022-09,woodlands,837,woodlands street 82,5,3079.14306640625
2023-03,punggol,637c,punggol drive,4,3436.58642578125
2022-01,toa payoh,106,Potong Pasir Avenue 1,2,2079.2333984375
2022-08,central,1d,cantonment road,3,3814.850341796875
2021-05,yishun,458,Yishun Avenue 11,3,2131.5615234375
2021-07,tampines,705,tampines street 71,3,2085.117431640625
2022-08,ang mo kio,113,ang mo kio avenue 4,3,2598.972412109375
2021-03,sengkang,438b,sengkang west avenue,3,2202.829833984375
2022-11,ang mo kio,312,ang mo kio avenue 3,4,2356.65673828125
2022-01,woodlands,318,woodlands street 31,2,1881.945068359375
2022-03,ang mo kio,443,Ang Mo Kio Avenue 10,2,2242.68408203125
2022-03,pasir ris,479,Pasir Ris Drive 4,3,2695.18115234375
2023-03,woodlands,787c,woodlands crescent,4,3127.137451171875
2022-11,tampines,225,tampines street 23,2,2785.76318359375
2021-12,woodlands,896b,Woodlands Drive 50,3,1946.465576171875
2022-09,ang mo kio,235,Ang Mo Kio Avenue 3,2,2243.477783203125
2021-10,clementi,433,Clementi Avenue 3,2,1955.46728515625
2021-10,toa payoh,117,lorong 1 toa payoh,2,2077.953125
2021-09,bukit batok,259,Bukit Batok East Avenue 4,2,1891.9344482421875
2022-09,serangoon,258,Serangoon Central Drive,3,3511.0830078125
2022-07,jurong west,650a,Jurong West Street 61,4,3544.6103515625
2021-11,toa payoh,118,lorong 1 toa payoh,2,2135.65869140625
2023-05,sengkang,310a,anchorvale road,4,2851.683349609375
2022-07,jurong east,286d,Toh Guan Road,4,2618.404541015625
2021-07,choa chu kang,692a,choa chu kang crescent,3,2217.11083984375
2022-09,clementi,703,west coast road,2,2038.69091796875
2021-07,queenstown,100,Commonwealth Crescent,2,2152.20703125
2021-08,choa chu kang,469,choa chu kang avenue 3,4,2372.89306640625
2022-03,ang mo kio,425,ang mo kio avenue 3,2,2157.885009765625
2023-03,bishan,111,bishan street 12,3,2895.3720703125
2022-01,jurong west,187,boon lay avenue,2,1865.915771484375
2021-03,bukit merah,139,jalan bukit merah,4,3086.390869140625
2022-10,queenstown,86,commonwealth close,2,2652.479248046875
2021-10,sengkang,277a,Compassvale Link,3,2607.9658203125
2023-03,jurong east,287b,jurong east street 21,5,4548.70263671875
2022-12,bedok,41,Bedok Sth Road,3,2678.025146484375
2021-11,bukit timah,14,toh yi drive,4,2531.16455078125
2021-12,serangoon,236,Serangoon Avenue 3,3,2380.788330078125
2021-10,jurong west,153,Yung Ho Road,3,1971.146728515625
2021-09,hougang,976,hougang street 91,3,2128.917236328125
2022-07,jurong west,683c,Jurong West Street 64,4,2860.18701171875
2021-08,jurong east,110,jurong east street 13,2,1939.396240234375
2022-12,jurong west,516,Jurong West Street 52,2,2565.85107421875
2022-10,hougang,649,hougang avenue 8,4,2707.889404296875
2021-11,woodlands,28,marsiling drive,3,1895.1676025390625
2023-01,bedok,535,Bedok North Street 3,2,2342.39501953125
2021-05,ang mo kio,352,Ang Mo Kio Street 32,4,2345.9140625
2022-02,sengkang,288b,Compassvale Crescent,3,2489.5166015625
2023-07,jurong east,229,jurong east street 21,2,2755.873291015625
2023-07,sembawang,328,sembawang crescent,3,3697.1923828125
2021-01,choa chu kang,450,choa chu kang avenue 4,3,1931.5374755859375
2022-01,bukit batok,384,Bukit Batok West Avenue 5,3,2306.674560546875
2022-07,toa payoh,173,Lorong 1 Toa Payoh,2,2230.25
2021-09,sembawang,501d,Wellington Circle,5,2411.78515625
2022-09,tampines,892a,Tampines Avenue 8,5,3152.033935546875
2022-11,bishan,292,bishan street 22,4,4572.08935546875
2021-02,hougang,682,hougang avenue 4,2,1752.16162109375
2023-02,bukit batok,292a,bukit batok east avenue 6,2,3068.32470703125
2022-07,tampines,124,tampines street 11,5,2761.405029296875
2022-08,woodlands,886b,Woodlands Drive 50,2,2274.527099609375
2021-11,bukit batok,372,bukit batok street 31,3,2067.14794921875
2022-08,jurong west,452,jurong west street 42,4,2970.361083984375
2021-02,sengkang,415b,Fernvale Link,4,2040.707275390625
2021-01,woodlands,542,woodlands drive 16,4,2022.731689453125
